idspec,idproducto,valor
120,4e646562-6e53-4e90-9bf5-a8b232ee8dba,"13,1 kg"
185,4e646562-6e53-4e90-9bf5-a8b232ee8dba,Soporte máximo de 10 ventiladores y juego de 3 radiadores (360 mm) SKU blancoPanel de vidrio ininterrumpido para una vista clara del interior Flujo de aire directo a la GPU para manejar componentes de alta potencia Controlador de ventilador y RGB incorporado3 ventiladores RGB dúo de 120 mm incluidos
291,4e646562-6e53-4e90-9bf5-a8b232ee8dba,17 de abril de 2023
270,3bed24b3-6310-4852-b66c-80756810dd5c,MPG B650 EDGE WIFI
261,3bed24b3-6310-4852-b66c-80756810dd5c,AM5
64,3bed24b3-6310-4852-b66c-80756810dd5c,Compatible con el procesador de escritorio AMD Ryzen serie 7000
284,3bed24b3-6310-4852-b66c-80756810dd5c,AMD B650
237,3bed24b3-6310-4852-b66c-80756810dd5c,4x288 pines (DDR5)
163,3bed24b3-6310-4852-b66c-80756810dd5c,Soporte de memoria DDR5 7800 + (OC) / 7600 (OC) / 7400 (OC) / 7200 (OC) / 7000 (OC) / 6800 (OC) / 6600 (OC) / 6400 (OC) / 6200 (OC) / 6000 (OC) / 5800 (OC) / 5600 (OC) / 5400 (OC) / 5200 (OC) / 5000 (OC) / 4800 (JEDEC) MHzMax. frecuencia de overclocking:- 1DPC 1R Velocidad máxima hasta 7800+ MHz- 1DPC 2R Velocidad máxima hasta 6400+ MHz- 2DPC 1R Velocidad máxima hasta 6400+ MHz- 2DPC 2R Velocidad máxima hasta 5400+ MHz
25,3bed24b3-6310-4852-b66c-80756810dd5c,192 GRAMOS
228,3bed24b3-6310-4852-b66c-80756810dd5c,Doble canal
66,3bed24b3-6310-4852-b66c-80756810dd5c,No ECC
197,3bed24b3-6310-4852-b66c-80756810dd5c,Sin búfer
189,3bed24b3-6310-4852-b66c-80756810dd5c,Compatible con AMD EXPO
140,3bed24b3-6310-4852-b66c-80756810dd5c,2 ranuras PCIe x16 - Admite ranura x16 / x2PCI_E1 (desde la CPU) - Admite hasta PCIe 4.0 x16PCI_E2 * (desde el chipset B650) - Admite hasta PCIe 4.0 x2 * PCI_E2 y M2_3 compartir el ancho de banda. PCI_E2 se ejecutará a una velocidad de x2 y M2_3 se ejecutará a una velocidad de x2 al instalar dispositivos en ambas ranuras.
42,3bed24b3-6310-4852-b66c-80756810dd5c,1 ranura PCIe x1 slotPCI_E3 (del chipset B650): admite hasta PCIe 3.0 x1
229,3bed24b3-6310-4852-b66c-80756810dd5c,6 puertos SATA de 6 Gb/s (desde el chipset B650)- SATA_1_2/ SATA_3_4 (desde el chipset B650)- SATA_A1_A2 (desde ASM1061)
255,3bed24b3-6310-4852-b66c-80756810dd5c,3 x Key M (PCIe) + 1 x Key E (WiFi/BT)3x ranuras M.2 (Key M)M2_1 ranura (desde la CPU)- Admite hasta PCIe 5.0 x4- Admite la ranura de almacenamiento devicesM2_2 2280/ 22110 (desde la CPU)- Admite hasta PCIe 4.0 x4- Admite la ranura de devicesM2_3 de almacenamiento 2260 / 2280 (del chipset B650)- Admite hasta PCIe 4.0 x4 * - Admite dispositivos de almacenamiento 2260 / 2280 * M2_3 y PCI_E2 comparten el ancho de banda. M2_3 ejecutará a una velocidad de x2 y PCI_E2 funcionará a una velocidad de x2 al instalar dispositivos en ambas ranuras.
55,3bed24b3-6310-4852-b66c-80756810dd5c,0/1/5/10
34,3bed24b3-6310-4852-b66c-80756810dd5c,Realtek ALC4080
76,3bed24b3-6310-4852-b66c-80756810dd5c,7.1 Canales
1,3bed24b3-6310-4852-b66c-80756810dd5c,"1x Controlador LAN Realtek 8125B de 2,5 Gbps"
127,3bed24b3-6310-4852-b66c-80756810dd5c,"2,5 Gbps"
97,3bed24b3-6310-4852-b66c-80756810dd5c,"AMD Wi-Fi 6E RZ616- El módulo inalámbrico está preinstalado en la ranura M.2 (Key-E)- Soporta MU-MIMO TX/RX- Soporta ancho de banda de 20MHz, 40MHz, 80Mhz, 160Mhz en bandas de 2.4GHz/ 5GHz o 6GHz*- Soporta 802.11 a/ b/ g/ n/ ac/ ax* Wi-Fi 6E 6GHz puede depender de las regulaciones de cada país y estará listo en Windows 10 21H1 y Windows 11."
267,3bed24b3-6310-4852-b66c-80756810dd5c,"Compatible con Bluetooth 5.2** Bluetooth 5.2 estará listo en Windows 10, 21H1 y Windows 11."
317,3bed24b3-6310-4852-b66c-80756810dd5c,1x Botón Flash BIOS1x puerto DPX1x puerto HDMI3x USB 3.2 Gen 2 10Gbps Tipo-A puertos (desde la CPU)1x puerto USB 3.2 Gen 2x2 20Gbps Tipo-C (desde el chipset B650)4x USB 3.2 Gen 1 5Gbps Tipo-A puertos (desde el chipset B650)2x puertos USB 2.0 Tipo-A (desde el chipset B650)1x jack LAN (RJ45)2x Conectores de antena Wi-Fi5x jacks de audio1x Conector óptico S/PDIF Out
251,3bed24b3-6310-4852-b66c-80756810dd5c,1x Conector USB 3.2 Gen 2 10Gbps Tipo-C1x Conector USB 3.2 Gen 1 5Gbps- Admite 2 puertos USB 3.2 Gen 1 5Gbps adicionales2x Conectores USB 2.0- Admite 4 puertos USB 2.0 adicionales
21,3bed24b3-6310-4852-b66c-80756810dd5c,Conectores de ventilador1x conector de ventilador de CPU de 4 pines1x conector de ventilador de bomba de agua de 4 pines6x conectores de ventilador de sistema de 4 pinesConectores de sistema1x conector de audio del panel frontal2x Conectores del panel de sistema1x Conector de intrusión de chasis1x conector de módulo TPM1x conector de controlador de sintonizaciónPuentes1x Puente CMOS transparenteCaracterísticas LED1x EZ LED Interruptor de control2x conector LED RGB de 4 pines2x Conectores LED ARGB_V2 de 3 pines4x LED de depuración EZ
138,3bed24b3-6310-4852-b66c-80756810dd5c,ATX
196,3bed24b3-6310-4852-b66c-80756810dd5c,RGB
368,3bed24b3-6310-4852-b66c-80756810dd5c,"12.0"" x 9.6"""
266,3bed24b3-6310-4852-b66c-80756810dd5c,1 conector de alimentación principal ATX de 24 pines2 conectores de alimentación de 8 pines +12 V
268,3bed24b3-6310-4852-b66c-80756810dd5c,Soportado
185,3bed24b3-6310-4852-b66c-80756810dd5c,Características del Centro MSI- Modo de juego- Prioridad inteligente- Aspectos destacados del juego- Luz mística- Enlace ambiental- Enfriamiento de IA Frozr- Escenario de usuario- Color verdadero- Actualización en vivo- Monitoreo de hardware- Super cargador- Aceleración de dispositivos- Buscador de imágenes inteligente- Compañero MSI- Diagnóstico del sistemaCaracterísticas térmicas- Diseño de disipador de calor extendido- M.2 Shield Frozr- Almohadilla térmica K7 MOSFET / Almohadilla de estrangulamiento adicional- Cabezales de ventilador (CPU + BOMBA + SISTEMA)Rendimiento- Aumento de núcleo- Diseño de potencia VRM- Potencia de CPU dual- Aumento de memoria- Ranura Lightning Gen 4 PCI-E / M.2-  Ranura Lightning Gen 5 M.2 - USB frontal tipo C- PCB de grado de servidor - PCB de cobre engrosado de 2 oz Compatible con PCBDIY - Armadura de acero PCI-E - Escudo de E / S preinstalado - Clips EZ M.2 - LED DE DEPURACIÓN EZ - Control EZ LED - Botón de BIOS Flash Soporte RGB - Luz mística - Extensión de luz mística (RGB) - Extensión de luz mística (ARGB_V2) - Soporte de dispositivos ambientales
291,3bed24b3-6310-4852-b66c-80756810dd5c,10 de octubre de 2022
98,10865b15-13e7-4384-932c-44901efc1d8b,Serie LL LL120 RGB
270,10865b15-13e7-4384-932c-44901efc1d8b,CO-9050072-WW
263,10865b15-13e7-4384-932c-44901efc1d8b,3 Ventiladores
227,10865b15-13e7-4384-932c-44901efc1d8b,Controlador
292,10865b15-13e7-4384-932c-44901efc1d8b,Ventilador de caja
247,10865b15-13e7-4384-932c-44901efc1d8b,Caso
230,10865b15-13e7-4384-932c-44901efc1d8b,120 milímetros
239,10865b15-13e7-4384-932c-44901efc1d8b,25 mm
353,10865b15-13e7-4384-932c-44901efc1d8b,Rodamiento hidráulico
241,10865b15-13e7-4384-932c-44901efc1d8b,600 - 1500 RPM
383,10865b15-13e7-4384-932c-44901efc1d8b,43.25 CFM
27,10865b15-13e7-4384-932c-44901efc1d8b,"24,8 dBA"
35,10865b15-13e7-4384-932c-44901efc1d8b,4 Pin
221,10865b15-13e7-4384-932c-44901efc1d8b,Negro
378,10865b15-13e7-4384-932c-44901efc1d8b,RGB
185,10865b15-13e7-4384-932c-44901efc1d8b,"Doble bucle de iluminación RGB: 16 LED RGB independientes en cada ventilador, divididos en dos bucles de luz separados, permiten una personalización casi infinita. Controle, personalice y sincronice: El nodo de iluminación PRO de CORSAIR incluido permite impresionantes efectos de iluminación dinámicos con otros dispositivos compatibles con CORSAIR LINK. Control PWM completo: Controle dinámicamente la velocidad del ventilador de 600 RPM a 1,500 RPM para minimizar el ruido o maximizar el flujo de aire. Creado para el silencio: aspa de ventilador de 120 mm diseñada para un funcionamiento silencioso sin sacrificar el rendimiento."
175,10865b15-13e7-4384-932c-44901efc1d8b,"120,00 x 120,00 x 25,00 mm"
281,10865b15-13e7-4384-932c-44901efc1d8b,3 x LL120 RGB 120mm Ventiladores PWM LED de doble bucle de luz1 x Concentrador de iluminación RGB1 x Nodo de iluminación CORSAIR PRO2 x Tiras de montaje para nodo de iluminación PRO12 x Tornillos de montaje de ventilador
291,10865b15-13e7-4384-932c-44901efc1d8b,09 de octubre de 2017
98,bddef970-c6b5-4d60-9079-eb100b133154,Asesino sin igual 120 SE
292,bddef970-c6b5-4d60-9079-eb100b133154,Ventilador y disipadores de calor
241,bddef970-c6b5-4d60-9079-eb100b133154,1600-1999 RPM
35,bddef970-c6b5-4d60-9079-eb100b133154,3 / 4 Pin
70,bddef970-c6b5-4d60-9079-eb100b133154,Aluminio y cobre
369,bddef970-c6b5-4d60-9079-eb100b133154,Horizontal
291,bddef970-c6b5-4d60-9079-eb100b133154,23 de mayo de 2024
270,5df67fd5-ab99-4e03-a562-91fb8b6814ab,MH4PU
221,5df67fd5-ab99-4e03-a562-91fb8b6814ab,Negro
292,5df67fd5-ab99-4e03-a562-91fb8b6814ab,USB
143,5df67fd5-ab99-4e03-a562-91fb8b6814ab,USB 3.0
269,5df67fd5-ab99-4e03-a562-91fb8b6814ab,4 puertos USB 3.0
108,5df67fd5-ab99-4e03-a562-91fb8b6814ab,Hasta 5 Gbps
185,5df67fd5-ab99-4e03-a562-91fb8b6814ab,"Clamp DesignThis beautiful Aluminum Clamp Hub USB 3.0 (5Gbps) 4-port hub transforms one of your USB port into four, It allows you to attach it on the edge of the desk or your computer screen. NOTE: Spacing 0.39-1.26 inch, perfectly for any desktop or table and without occupying much desk space.Easy to UseSimply adjust the bolt to adapt the thickness of your desk or monitor to fix the hub. The rubber cap and rubber pad give a better grip. With no driver needed, just plug and play.Flexible Installation RangeThe adjustable bolt design allows you to clamp the hub onto your monitor screen or desk edge of thickness from 0.39 to 1.26 inches, without occupying much desk space. The bolt design is super easy to fix the hub, especially with extra rubber cap and pad on the contact surface. And now you can easily access 4 ports at an comfortable angle, in a subtle way.Maximum Compatibility and PerformanceThe premium material promises a durable use and rapidly heat dissipation, while its sleek design matches well with any surroundings. Aluminum construction coupled with the rubber backing so as not to scratch whatever you are clamping this too. The 3.0 USB hub Quickly and efficiently transfer data between your computer and camera, smart phone, music player, tablet, flash drive, and external hard drive at rates of up to 5.0Gbps."
291,5df67fd5-ab99-4e03-a562-91fb8b6814ab,24 de mayo de 2021
168,6b4e3f9b-fdd8-494e-80e9-9caf50699473,"SATA 6,0 Gb/s"
190,6b4e3f9b-fdd8-494e-80e9-9caf50699473,8 TB
8,6b4e3f9b-fdd8-494e-80e9-9caf50699473,SLC
241,6b4e3f9b-fdd8-494e-80e9-9caf50699473,7200 RPM
318,6b4e3f9b-fdd8-494e-80e9-9caf50699473,256 MB
61,6b4e3f9b-fdd8-494e-80e9-9caf50699473,para videovigilancia
138,6b4e3f9b-fdd8-494e-80e9-9caf50699473,"3.5"""
291,6b4e3f9b-fdd8-494e-80e9-9caf50699473,27 de mayo de 2022
270,0631e49c-56d0-4acf-b156-e44f7eba45cd,Revuelta
278,0631e49c-56d0-4acf-b156-e44f7eba45cd,RÍO-0010
73,0631e49c-56d0-4acf-b156-e44f7eba45cd,Llanta completa
43,0631e49c-56d0-4acf-b156-e44f7eba45cd,Ónix
22,0631e49c-56d0-4acf-b156-e44f7eba45cd,Polímero de nailon
185,0631e49c-56d0-4acf-b156-e44f7eba45cd,Luz azul y 100% protección UV
291,0631e49c-56d0-4acf-b156-e44f7eba45cd,18 de marzo de 2024
98,6f234b7b-12bf-435a-ab05-908ab58da4f9,80 Más
221,6f234b7b-12bf-435a-ab05-908ab58da4f9,Negro
292,6f234b7b-12bf-435a-ab05-908ab58da4f9,ATX
264,6f234b7b-12bf-435a-ab05-908ab58da4f9,600 W
164,6f234b7b-12bf-435a-ab05-908ab58da4f9,Uno
379,6f234b7b-12bf-435a-ab05-908ab58da4f9,20+4 pines
301,6f234b7b-12bf-435a-ab05-908ab58da4f9,2 x 6+2 pines
29,6f234b7b-12bf-435a-ab05-908ab58da4f9,Tres
253,6f234b7b-12bf-435a-ab05-908ab58da4f9,5.9 x 5.5 x 3.4 pulgadas
216,6f234b7b-12bf-435a-ab05-908ab58da4f9,No modular
156,6f234b7b-12bf-435a-ab05-908ab58da4f9,> 80%
362,6f234b7b-12bf-435a-ab05-908ab58da4f9,Certificación 80 PLUS BRONCE
248,6f234b7b-12bf-435a-ab05-908ab58da4f9,Sí
252,6f234b7b-12bf-435a-ab05-908ab58da4f9,Sí
112,6f234b7b-12bf-435a-ab05-908ab58da4f9,"Protección completa certificada: OCP / OVP / OPP / OTP / UVP / SCP, aprobaciones de seguridad / EMC: certificación cTUVus, TUV, FCC, CB, CE."
375,6f234b7b-12bf-435a-ab05-908ab58da4f9,100 - 240 V
311,6f234b7b-12bf-435a-ab05-908ab58da4f9,50/60 Hz
327,6f234b7b-12bf-435a-ab05-908ab58da4f9,>100.000 horas
120,6f234b7b-12bf-435a-ab05-908ab58da4f9,3.5 libras
102,6f234b7b-12bf-435a-ab05-908ab58da4f9,600W
89,6f234b7b-12bf-435a-ab05-908ab58da4f9,Uno
282,6f234b7b-12bf-435a-ab05-908ab58da4f9,120 milímetros
303,6f234b7b-12bf-435a-ab05-908ab58da4f9,Manga
291,6f234b7b-12bf-435a-ab05-908ab58da4f9,20 de julio de 2021
98,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Trident Z5 Serie Real
270,07d96f7d-eedd-4520-b981-ac29da7cbcaa,F5-6400J3239G16GX2-TR5S
278,07d96f7d-eedd-4520-b981-ac29da7cbcaa,F5-6400J3239G16GX2-TR5S
190,07d96f7d-eedd-4520-b981-ac29da7cbcaa,32 GB (2 x 16 GB)
292,07d96f7d-eedd-4520-b981-ac29da7cbcaa,RAM de PC de 288 pines
366,07d96f7d-eedd-4520-b981-ac29da7cbcaa,DDR5 6400 (PC5 51200)
182,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Treinta y dos
380,07d96f7d-eedd-4520-b981-ac29da7cbcaa,32-39-39
372,07d96f7d-eedd-4520-b981-ac29da7cbcaa,1.40V
202,07d96f7d-eedd-4520-b981-ac29da7cbcaa,No
53,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Kit de doble canal
312,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Intel XMP 3.0
221,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Plata
91,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Sí
185,07d96f7d-eedd-4520-b981-ac29da7cbcaa,"La serie Trident Z5 Royal son kits de memoria DDR5 de alto rendimiento de overclock, que cuentan con una barra de luz de diseño cristalino patentada para una magnífica visualización de la iluminación RGB, un disipador de calor de aluminio cortado por CNC con un acabado espejado en colores dorado o plateado, y admite el perfil de overclock de memoria Intel XMP3.0, diseñado para entusiastas de PC y jugadores de alto rendimiento.• Memoria DDR5 de rendimiento de overclock insignia diseñada para entusiastas de los juegos y la PC.• Barra de luz de diseño cristalino patentada• Aluminio cortado por CNC disipadores de calor con acabado espejado en colores dorado o plateado• Compatibilidad con iluminación RGB personalizable• Compatibilidad con Intel XMP 3.0"
161,07d96f7d-eedd-4520-b981-ac29da7cbcaa,Chipset Intel serie 700Procesadores Intel Core para equipos de sobremesa de 13.ª/14.ª generación
358,07d96f7d-eedd-4520-b981-ac29da7cbcaa,RGB
291,07d96f7d-eedd-4520-b981-ac29da7cbcaa,03 de junio de 2024
270,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,MPG A1000G PCIE5
221,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Negro
292,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,ATX / ATX (Compatible con ATX 3.0) / ATX12V
264,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,1000 W
164,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,1 ventilador de cojinete fluido dinámico de 135 mm
313,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Activo
379,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,24 PINES
244,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Solo
301,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,"6 x 6 + 2 pines, 1 x 16 pines"
29,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Doce
253,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,150 milímetros
216,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Modular completo
156,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,> 90%
362,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Certificación 80 PLUS GOLD
193,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,Estándar de Cybenetics ++
112,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,"OCP, OVP, OPP, OTP, SCP, UVP"
375,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,100 - 240 V
311,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,50/60 Hz
365,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,"+5V@22A, +3.3V@22A, +12V@83.5A, -12V@0.3A, +5VSB@3A"
308,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,1 x ATX (24 PIN)2 x EPS (4+4 PIN)1 x PCI-E 5.0 (16 PIN) (600W) 6 x PCI-E (6+2 PIN)8 x SATA (15 PIN)4 x MOLEX (4 PIN)1 x FDD (4 PIN)
7,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,1 x Cable ATX (600 mm)2 x Cable EPS (8 PIN a 4+4 PIN) (700 mm)2 x Cable PCIe (8 PIN a 6+2 PIN) (600 mm)1 x Cable PCIe (16 PIN a 16 PIN) (600 mm)1 x Cable PCIe (16 PIN a 6+2 PIN) (600 mm)3 x Cable SATA con funda (500 + 150 + 150 + 150 mm)1 x Cable con funda MOLEX/FDD (500 + 150 + 150 + 150 + 150 mm)
185,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,"Certificación 80 PLUS GoldCompatible con PCIe 5.0 y ATX 3.0Condensador electrolítico 100% japonésDiseño modular completoDiseño PFC activoProtección de nivel industrial con diseño de módulo OCP, OVP, OPP, OTP, SCP, UVPDC-DCPonceptos planosDiseño de riel únicoModo de ventilador 0 RPM"
175,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,"3.40"" x 5.90"" x 5.90"""
291,1f9a38cb-5ea4-45dc-ab29-a189d0f34fee,09 de septiembre de 2022
98,4109d497-309d-4971-8f32-833ebcd70238,Serie SF
270,4109d497-309d-4971-8f32-833ebcd70238,CP-9020284-NA
292,4109d497-309d-4971-8f32-833ebcd70238,Efectos de sonido
264,4109d497-309d-4971-8f32-833ebcd70238,750 W
164,4109d497-309d-4971-8f32-833ebcd70238,Ventilador de refrigeración PWM de 92 mm
253,4109d497-309d-4971-8f32-833ebcd70238,125 milímetros
216,4109d497-309d-4971-8f32-833ebcd70238,Modular completo
362,4109d497-309d-4971-8f32-833ebcd70238,Certificación 80 PLUS PLATINUM
375,4109d497-309d-4971-8f32-833ebcd70238,100 - 240 V
311,4109d497-309d-4971-8f32-833ebcd70238,47 - 63 Hz
50,4109d497-309d-4971-8f32-833ebcd70238,10A-5A
365,4109d497-309d-4971-8f32-833ebcd70238,"+3.3V@20A, +5V@20A, +12V@62.5A, +5VSB@3A"
308,4109d497-309d-4971-8f32-833ebcd70238,"1 x Cable ATX (24 PINES) (24): 300 mm 2 x Cable EPS/ATX12V (8 PINES) (4+4): 400 mm2 x Cable PCI-E (8 PINES) (6+2): 400 mm1 x Cable PCI-E (12+4)PIN: 400 mm1 x CABLE SATA (4 SATA rectos): 100 mm, 115 mm, 115 mm, 115 mm1 x CABLE SATA (4 SATA derecho): 100 mm, 115 mm, 115 mm, 115 mm1 x PATA-PATA-PATA: 100 mm,  115 mm, 115 mm"
175,4109d497-309d-4971-8f32-833ebcd70238,4.92 * 3.94 * 2.50 pulgadas
120,4109d497-309d-4971-8f32-833ebcd70238,2.09 libras
281,4109d497-309d-4971-8f32-833ebcd70238,Fuente de alimentación SF750 | Kit de cable de CC | Soporte adaptador SFX-ATX | Cable de alimentación | Tornillos de montaje | Bridas
291,4109d497-309d-4971-8f32-833ebcd70238,02 de julio de 2024
98,2ded34ea-c6c4-4128-be8c-ff9d958435b4,NV5
270,2ded34ea-c6c4-4128-be8c-ff9d958435b4,PH-NV523TG_DBK01
292,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Torre media
221,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Negro
99,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"Chasis de acero, vidrio templado"
165,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"ATX, micro-ATX, mini-ITX, E-ATX (hasta 280 mm sin soporte de GPU)"
206,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"Sí, vidrio templado frontal y lateral"
59,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Tres
19,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Cuatro
209,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"Ranuras de expansión: 7Soporte vertical de GPU: Sí, con soporte opcional PH-VGPUKT4.0_03"
3,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"E/S frontales: 2x USB 3.0, USB-C Gen2, combo de micrófono/auriculares, botón de encendido, modo D-RGB, D-RGB ColorConectores: interruptor de encendido, interruptor de reinicio, expansión D-RGB, PLACA BASE D-RGB, HD-AUDIO, USB 3.0, 2x alimentación SATA, USB 3.2 GEN 2 Tipo-E"
295,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Lateral: 3 x 120 mmSuperior: 3 x 120 mmTrasero: 1 x 120 mmInferior: 1 x 120 mm
203,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Lateral: Hasta 360 (radiador de 120 mm)Superior: hasta 360 (radiador de 120 mm)Trasero: hasta 120 (radiador de 120 mm)
347,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Longitud de la tarjeta gráfica: 440 mmAncho de la tarjeta gráfica: 170 mm
106,2ded34ea-c6c4-4128-be8c-ff9d958435b4,180 milímetros
253,2ded34ea-c6c4-4128-be8c-ff9d958435b4,230 milímetros
123,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"24,9 x 13,0 x 22,6 pulgadas"
120,2ded34ea-c6c4-4128-be8c-ff9d958435b4,24.9 libras.
281,2ded34ea-c6c4-4128-be8c-ff9d958435b4,Chasis NV5:1x Controlador D-RGB1x Puerta de almacenamiento1x Soporte de soporte de GPULaerón de accesorios:6x Bridas22x MB/SSD Tornillo4x Tornillo12x HDD+Tornillo de caja1x Herramienta de extracción de separación1x MB stand-off4x Tornillo de PSU
291,2ded34ea-c6c4-4128-be8c-ff9d958435b4,"septiembre 21, 2023"
270,16d1d30c-7b28-4404-9dca-ac38e4f24d68,NH-D15 chromax.negro
292,16d1d30c-7b28-4404-9dca-ac38e4f24d68,Ventilador y disipadores de calor
230,16d1d30c-7b28-4404-9dca-ac38e4f24d68,140 milímetros
359,16d1d30c-7b28-4404-9dca-ac38e4f24d68,"Intel: LGA1150, LGA1151, LGA1155, LGA1156, LGA1700, LGA2011 LGA2066 AMD: AM4, AM3(+), AM2(+), FM1, FM2(+)"
353,16d1d30c-7b28-4404-9dca-ac38e4f24d68,SSO2
241,16d1d30c-7b28-4404-9dca-ac38e4f24d68,1500 RPM±10%
383,16d1d30c-7b28-4404-9dca-ac38e4f24d68,82.52CFM
27,16d1d30c-7b28-4404-9dca-ac38e4f24d68,"24,6 dB(A)"
35,16d1d30c-7b28-4404-9dca-ac38e4f24d68,4 Pin
70,16d1d30c-7b28-4404-9dca-ac38e4f24d68,Aluminio y cobre
369,16d1d30c-7b28-4404-9dca-ac38e4f24d68,Vertical
106,16d1d30c-7b28-4404-9dca-ac38e4f24d68,165 milímetros
120,16d1d30c-7b28-4404-9dca-ac38e4f24d68,1320 g
185,16d1d30c-7b28-4404-9dca-ac38e4f24d68,"Acerca de este atículo Disipador de calor premium probado (más de 300 premios y recomendaciones de sitios web de hardware internacionales), ahora disponible en un diseño completamente negro que combina muy bien con muchos esquemas de color y LED RGB El diseño de doble torre extra ancho de 140 mm con 6 tubos de calor y ventiladores duales proporciona la máxima eficiencia de enfriamiento silenciosa a la par con muchos enfriadores de agua todo en uno, ¡ideal para overclockers y entusiastas del silencio! Diseño de doble ventilador con los reconocidos y galardonados ventiladores NF-A15 de 140 mm con adaptadores de bajo ruido y PWM para el control automático de la velocidad: ¡Rendimiento de enfriamiento completo bajo carga, silencioso en ralentí! Incluye pasta térmica NT-H1 de gama alta y sistema de montaje SecuFirm2 para una fácil instalación en Intel LGA1700 (familia LGA17xx) LGA1200, LGA115x, LGA2011, LGA2066 y AMD AM4 y AM5 Reconocida calidad Noctua respaldada por 6 años de garantía del fabricante, elección de lujo para Intel Core i9, i7, i5, i3 (por ejemplo, 12900K, 12700K, 12600K) y AMD Ryzen (por ejemplo, 5950X, 5900X, 5800X, 5600X)"
291,16d1d30c-7b28-4404-9dca-ac38e4f24d68,06 de noviembre de 2019
270,ba7f552d-b759-4e71-ba17-8397ce868ad5,Jazovo-BK
292,ba7f552d-b759-4e71-ba17-8397ce868ad5,Torre media ATX
221,ba7f552d-b759-4e71-ba17-8397ce868ad5,Negro
99,ba7f552d-b759-4e71-ba17-8397ce868ad5,Acero
60,ba7f552d-b759-4e71-ba17-8397ce868ad5,No
96,ba7f552d-b759-4e71-ba17-8397ce868ad5,Arriba
165,ba7f552d-b759-4e71-ba17-8397ce868ad5,ATX / Micro ATX / Mini ITX
206,ba7f552d-b759-4e71-ba17-8397ce868ad5,No
86,ba7f552d-b759-4e71-ba17-8397ce868ad5,Uno
59,ba7f552d-b759-4e71-ba17-8397ce868ad5,Dos
19,ba7f552d-b759-4e71-ba17-8397ce868ad5,2 (SSD)
209,ba7f552d-b759-4e71-ba17-8397ce868ad5,Siete
3,ba7f552d-b759-4e71-ba17-8397ce868ad5,2 x USB 2.0 / 1 x USB 3.0 / Audio HD
295,ba7f552d-b759-4e71-ba17-8397ce868ad5,Frontal: 2 ventiladores negros de 120 mm (preinstalados)Lateral: 2 ventiladores de 120 mm (opcionales)Trasero: 1 ventilador negro de 120 mm (preinstalado)
347,ba7f552d-b759-4e71-ba17-8397ce868ad5,370 milímetros
106,ba7f552d-b759-4e71-ba17-8397ce868ad5,166 milímetros
253,ba7f552d-b759-4e71-ba17-8397ce868ad5,180 milímetros
123,ba7f552d-b759-4e71-ba17-8397ce868ad5,"16.52"" x 7.92"" x 16.88"""
120,ba7f552d-b759-4e71-ba17-8397ce868ad5,8 libras.
